user_id,rank,title_id,genre
57,2,87,Comedy
57,3,241,Comedy
57,4,102,Comedy
57,5,299,Comedy
58,1,50,Documentary
58,2,192,Thriller
58,3,237,Thriller
58,4,40,Documentary
58,5,43,Thriller
59,1,104,Drama
59,2,111,Drama
59,3,89,Drama
59,4,227,Drama
59,5,172,Drama
60,1,255,Kids
60,2,274,Kids
60,3,49,Kids
60,4,192,Thriller
60,5,237,Thriller
61,1,50,Documentary
61,2,191,Documentary
61,3,76,Documentary
61,4,40,Documentary
61,5,271,Documentary
62,1,255,Kids
62,2,50,Documentary
62,3,274,Kids
62,4,49,Kids
62,5,191,Documentary
63,1,280,Action
63,2,107,Action
63,3,295,Action
63,4,260,Action
63,5,90,Action
64,1,70,Comedy
64,2,87,Comedy
64,3,241,Comedy
64,4,102,Comedy
64,5,299,Comedy
65,1,280,Action
65,2,107,Action
65,3,295,Action
65,4,266,Action
65,5,260,Action
66,1,104,Drama
66,2,111,Drama
66,3,172,Drama
66,4,55,Drama
66,5,269,Drama
67,1,70,Comedy
67,2,87,Comedy
67,3,241,Comedy
67,4,50,Documentary
67,5,191,Documentary
68,1,192,Thriller
68,2,237,Thriller
68,3,40,Documentary
68,4,43,Thriller
68,5,271,Documentary
69,1,295,Action
69,2,266,Action
69,3,231,Action
69,4,90,Action
69,5,168,Action
70,1,280,Action
70,2,107,Action
70,3,295,Action
70,4,266,Action
70,5,260,Action
71,1,192,Thriller
71,2,43,Thriller
71,3,72,Kids
71,4,272,Thriller
71,5,158,Thriller
72,1,107,Action
72,2,295,Action
72,3,266,Action
72,4,260,Action
72,5,231,Action
73,1,280,Action
73,2,295,Action
73,3,266,Action
73,4,260,Action
73,5,176,Action
74,1,255,Kids
74,2,274,Kids
74,3,192,Thriller
74,4,237,Thriller
74,5,43,Thriller
75,1,111,Drama
75,2,89,Drama
75,3,227,Drama
75,4,172,Drama
75,5,269,Drama
76,1,104,Drama
76,2,111,Drama
76,3,89,Drama
76,4,227,Drama
76,5,172,Drama
77,1,70,Comedy
77,2,255,Kids
77,3,87,Comedy
77,4,241,Comedy
77,5,274,Kids
78,1,50,Documentary
78,2,191,Documentary
78,3,237,Thriller
78,4,76,Documentary
78,5,40,Documentary
79,1,111,Drama
79,2,172,Drama
79,3,141,Drama
79,4,255,Kids
79,5,263,Drama
80,1,255,Kids
80,2,106,Romance
80,3,274,Kids
80,4,49,Kids
80,5,72,Kids
81,1,104,Drama
81,2,111,Drama
81,3,89,Drama
81,4,227,Drama
81,5,55,Drama
82,1,106,Romance
82,2,192,Thriller
82,3,43,Thriller
82,4,213,Romance
82,5,209,Romance
83,1,280,Action
83,2,107,Action
83,3,295,Action
83,4,266,Action
83,5,260,Action
84,1,295,Action
84,2,266,Action
84,3,176,Action
84,4,168,Action
84,5,106,Romance
85,1,106,Romance
85,2,192,Thriller
85,3,237,Thriller
85,4,43,Thriller
85,5,213,Romance
86,1,64,Drama
86,2,93,Drama
86,3,50,Documentary
86,4,191,Documentary
86,5,76,Documentary
87,1,70,Comedy
87,2,241,Comedy
87,3,50,Documentary
87,4,191,Documentary
87,5,102,Comedy
88,1,106,Romance
88,2,241,Comedy
88,3,213,Romance
88,4,163,Comedy
88,5,217,Romance
89,1,192,Thriller
89,2,237,Thriller
89,3,143,Comedy
89,4,202,Thriller
89,5,158,Thriller
90,1,255,Kids
90,2,106,Romance
90,3,213,Romance
90,4,72,Kids
90,5,63,Kids
91,1,227,Drama
91,2,55,Drama
91,3,286,Drama
91,4,240,Drama
91,5,70,Comedy
92,1,274,Kids
92,2,102,Comedy
92,3,45,Comedy
92,4,72,Kids
92,5,63,Kids
93,1,111,Drama
93,2,89,Drama
93,3,227,Drama
93,4,55,Drama
93,5,286,Drama
94,1,70,Comedy
94,2,87,Comedy
94,3,241,Comedy
94,4,191,Documentary
94,5,102,Comedy
95,1,280,Action
95,2,107,Action
95,3,295,Action
95,4,266,Action
95,5,260,Action
96,1,70,Comedy
96,2,87,Comedy
96,3,241,Comedy
96,4,192,Thriller
96,5,237,Thriller
97,1,50,Documentary
97,2,191,Documentary
97,3,76,Documentary
97,4,40,Documentary
97,5,271,Documentary
98,1,70,Comedy
98,2,87,Comedy
98,3,241,Comedy
98,4,50,Documentary
98,5,102,Comedy
99,1,280,Action
99,2,107,Action
99,3,90,Action
99,4,255,Kids
99,5,16,Action
100,1,111,Drama
100,2,269,Drama
100,3,64,Drama
100,4,255,Kids
100,5,93,Drama
101,1,70,Comedy
101,2,241,Comedy
101,3,50,Documentary
101,4,191,Documentary
101,5,102,Comedy
102,1,104,Drama
102,2,111,Drama
102,3,89,Drama
102,4,227,Drama
102,5,172,Drama
103,1,255,Kids
103,2,274,Kids
103,3,49,Kids
103,4,192,Thriller
103,5,237,Thriller
104,1,280,Action
104,2,260,Action
104,3,168,Action
104,4,120,Action
104,5,192,Thriller
105,1,70,Comedy
105,2,237,Thriller
105,3,102,Comedy
105,4,299,Comedy
105,5,43,Thriller
106,1,70,Comedy
106,2,106,Romance
106,3,87,Comedy
106,4,241,Comedy
106,5,102,Comedy
107,1,280,Action
107,2,107,Action
107,3,266,Action
107,4,260,Action
107,5,176,Action
108,1,227,Drama
108,2,55,Drama
108,3,240,Drama
108,4,141,Drama
108,5,106,Romance
109,1,255,Kids
109,2,274,Kids
109,3,49,Kids
109,4,237,Thriller
109,5,72,Kids
110,1,280,Action
110,2,107,Action
110,3,260,Action
110,4,176,Action
110,5,231,Action
111,1,231,Action
111,2,168,Action
111,3,120,Action
111,4,50,Documentary
111,5,191,Documentary
112,1,87,Comedy
112,2,241,Comedy
112,3,102,Comedy
112,4,299,Comedy
112,5,45,Comedy
113,1,104,Drama
113,2,111,Drama
113,3,89,Drama
113,4,227,Drama
113,5,172,Drama
114,1,104,Drama
114,2,111,Drama
114,3,89,Drama
114,4,227,Drama
114,5,172,Drama
115,1,280,Action
115,2,107,Action
115,3,260,Action
115,4,176,Action
115,5,231,Action
116,1,87,Comedy
116,2,241,Comedy
116,3,237,Thriller
116,4,102,Comedy
116,5,299,Comedy
117,1,106,Romance
117,2,50,Documentary
117,3,191,Documentary
117,4,76,Documentary
117,5,40,Documentary
118,1,255,Kids
118,2,274,Kids
118,3,49,Kids
118,4,45,Comedy
118,5,72,Kids
119,1,50,Documentary
119,2,192,Thriller
119,3,237,Thriller
119,4,76,Documentary
119,5,43,Thriller
120,1,104,Drama
120,2,55,Drama
120,3,64,Drama
120,4,274,Kids
120,5,49,Kids
121,1,280,Action
121,2,107,Action
121,3,295,Action
121,4,260,Action
121,5,176,Action
122,1,70,Comedy
122,2,106,Romance
122,3,241,Comedy
122,4,299,Comedy
122,5,213,Romance
123,1,50,Documentary
123,2,191,Documentary
123,3,237,Thriller
123,4,76,Documentary
123,5,40,Documentary
124,1,70,Comedy
124,2,87,Comedy
124,3,241,Comedy
124,4,192,Thriller
124,5,237,Thriller
125,1,111,Drama
125,2,89,Drama
125,3,280,Action
125,4,227,Drama
125,5,172,Drama
126,1,70,Comedy
126,2,87,Comedy
126,3,241,Comedy
126,4,102,Comedy
126,5,299,Comedy
127,1,87,Comedy
127,2,241,Comedy
127,3,191,Documentary
127,4,102,Comedy
127,5,299,Comedy
128,1,104,Drama
128,2,111,Drama
128,3,55,Drama
128,4,269,Drama
128,5,263,Drama
129,1,111,Drama
129,2,55,Drama
129,3,64,Drama
129,4,192,Thriller
129,5,237,Thriller
130,1,70,Comedy
130,2,255,Kids
130,3,274,Kids
130,4,49,Kids
130,5,143,Comedy
131,1,280,Action
131,2,107,Action
131,3,295,Action
131,4,266,Action
131,5,260,Action
132,1,280,Action
132,2,168,Action
132,3,16,Action
132,4,106,Romance
132,5,300,Action
133,1,280,Action
133,2,107,Action
133,3,295,Action
133,4,266,Action
133,5,260,Action
134,1,107,Action
134,2,295,Action
134,3,266,Action
134,4,260,Action
134,5,231,Action
135,1,70,Comedy
135,2,241,Comedy
135,3,299,Comedy
135,4,45,Comedy
135,5,143,Comedy
136,1,255,Kids
136,2,106,Romance
136,3,274,Kids
136,4,49,Kids
136,5,213,Romance
137,1,231,Action
137,2,168,Action
137,3,255,Kids
137,4,16,Action
137,5,49,Kids
138,1,192,Thriller
138,2,237,Thriller
138,3,76,Documentary
138,4,40,Documentary
138,5,43,Thriller
139,1,111,Drama
139,2,89,Drama
139,3,227,Drama
139,4,172,Drama
139,5,286,Drama
140,1,106,Romance
140,2,50,Documentary
140,3,76,Documentary
140,4,40,Documentary
140,5,213,Romance
141,1,50,Documentary
141,2,191,Documentary
141,3,192,Thriller
141,4,237,Thriller
141,5,76,Documentary
142,1,295,Action
142,2,266,Action
142,3,90,Action
142,4,255,Kids
142,5,16,Action
143,1,111,Drama
143,2,89,Drama
143,3,227,Drama
143,4,172,Drama
143,5,55,Drama
144,1,255,Kids
144,2,50,Documentary
144,3,274,Kids
144,4,49,Kids
144,5,76,Documentary
145,1,280,Action
145,2,107,Action
145,3,295,Action
145,4,176,Action
145,5,16,Action
146,1,255,Kids
146,2,274,Kids
146,3,192,Thriller
146,4,237,Thriller
146,5,43,Thriller
147,1,255,Kids
147,2,274,Kids
147,3,49,Kids
147,4,192,Thriller
147,5,237,Thriller
148,1,255,Kids
148,2,50,Documentary
148,3,274,Kids
148,4,49,Kids
148,5,191,Documentary
149,1,255,Kids
149,2,50,Documentary
149,3,49,Kids
149,4,191,Documentary
149,5,271,Documentary
150,1,104,Drama
150,2,111,Drama
150,3,89,Drama
150,4,280,Action
150,5,227,Drama
151,1,104,Drama
151,2,111,Drama
151,3,89,Drama
151,4,227,Drama
151,5,172,Drama
152,1,89,Drama
152,2,280,Action
152,3,107,Action
152,4,295,Action
152,5,260,Action
153,1,280,Action
153,2,107,Action
153,3,295,Action
153,4,266,Action
153,5,260,Action
154,1,104,Drama
154,2,111,Drama
154,3,89,Drama
154,4,227,Drama
154,5,172,Drama
155,1,280,Action
155,2,107,Action
155,3,176,Action
155,4,90,Action
155,5,16,Action
156,1,107,Action
156,2,295,Action
156,3,266,Action
156,4,260,Action
156,5,176,Action
157,1,104,Drama
157,2,111,Drama
157,3,89,Drama
157,4,227,Drama
157,5,172,Drama
158,1,89,Drama
158,2,64,Drama
158,3,50,Documentary
158,4,191,Documentary
158,5,76,Documentary
159,1,172,Drama
159,2,55,Drama
159,3,70,Comedy
159,4,87,Comedy
159,5,241,Comedy
160,1,87,Comedy
160,2,237,Thriller
160,3,102,Comedy
160,4,43,Thriller
160,5,45,Comedy
161,1,255,Kids
161,2,274,Kids
161,3,49,Kids
161,4,72,Kids
161,5,202,Thriller
162,1,70,Comedy
162,2,241,Comedy
162,3,299,Comedy
162,4,45,Comedy
162,5,214,Comedy
163,1,50,Documentary
163,2,76,Documentary
163,3,40,Documentary
163,4,213,Romance
163,5,271,Documentary
164,1,70,Comedy
164,2,255,Kids
164,3,87,Comedy
164,4,241,Comedy
164,5,274,Kids
165,1,70,Comedy
165,2,87,Comedy
165,3,241,Comedy
165,4,102,Comedy
165,5,299,Comedy
166,1,104,Drama
166,2,111,Drama
166,3,172,Drama
166,4,286,Drama
166,5,269,Drama
167,1,280,Action
167,2,107,Action
167,3,266,Action
167,4,231,Action
167,5,90,Action
168,1,106,Romance
168,2,192,Thriller
168,3,237,Thriller
168,4,213,Romance
168,5,209,Romance
169,1,106,Romance
169,2,50,Documentary
169,3,191,Documentary
169,4,76,Documentary
169,5,40,Documentary
170,1,280,Action
170,2,260,Action
170,3,231,Action
170,4,90,Action
170,5,120,Action
171,1,70,Comedy
171,2,87,Comedy
171,3,241,Comedy
171,4,49,Kids
171,5,299,Comedy
172,1,104,Drama
172,2,111,Drama
172,3,89,Drama
172,4,227,Drama
172,5,286,Drama
173,1,106,Romance
173,2,192,Thriller
173,3,237,Thriller
173,4,43,Thriller
173,5,202,Thriller
174,1,104,Drama
174,2,111,Drama
174,3,89,Drama
174,4,227,Drama
174,5,172,Drama
175,1,50,Documentary
175,2,191,Documentary
175,3,76,Documentary
175,4,40,Documentary
175,5,271,Documentary
176,1,192,Thriller
176,2,237,Thriller
176,3,40,Documentary
176,4,43,Thriller
176,5,271,Documentary
177,1,280,Action
177,2,107,Action
177,3,295,Action
177,4,266,Action
177,5,260,Action
178,1,50,Documentary
178,2,191,Documentary
178,3,192,Thriller
178,4,237,Thriller
178,5,76,Documentary
179,1,191,Documentary
179,2,237,Thriller
179,3,76,Documentary
179,4,43,Thriller
179,5,271,Documentary
180,1,280,Action
180,2,107,Action
180,3,295,Action
180,4,266,Action
180,5,260,Action
181,1,192,Thriller
181,2,299,Comedy
181,3,214,Comedy
181,4,202,Thriller
181,5,163,Comedy
182,1,280,Action
182,2,107,Action
182,3,295,Action
182,4,266,Action
182,5,260,Action
183,1,50,Documentary
183,2,191,Documentary
183,3,192,Thriller
183,4,237,Thriller
183,5,76,Documentary
184,1,50,Documentary
184,2,191,Documentary
184,3,192,Thriller
184,4,237,Thriller
184,5,76,Documentary
185,1,70,Comedy
185,2,87,Comedy
185,3,299,Comedy
185,4,45,Comedy
185,5,214,Comedy
186,1,87,Comedy
186,2,241,Comedy
186,3,50,Documentary
186,4,102,Comedy
186,5,76,Documentary
187,1,104,Drama
187,2,106,Romance
187,3,263,Drama
187,4,213,Romance
187,5,209,Romance
188,1,70,Comedy
188,2,87,Comedy
188,3,241,Comedy
188,4,50,Documentary
188,5,191,Documentary
189,1,104,Drama
189,2,111,Drama
189,3,89,Drama
189,4,227,Drama
189,5,172,Drama
190,1,50,Documentary
190,2,192,Thriller
190,3,237,Thriller
190,4,76,Documentary
190,5,40,Documentary
191,1,280,Action
191,2,295,Action
191,3,266,Action
191,4,168,Action
191,5,120,Action
192,1,173,Action
192,2,50,Documentary
192,3,191,Documentary
192,4,40,Documentary
192,5,300,Action
193,1,50,Documentary
193,2,191,Documentary
193,3,192,Thriller
193,4,76,Documentary
193,5,40,Documentary
194,1,286,Drama
194,2,255,Kids
194,3,49,Kids
194,4,105,Drama
194,5,170,Drama
195,1,70,Comedy
195,2,87,Comedy
195,3,241,Comedy
195,4,102,Comedy
195,5,299,Comedy
196,1,70,Comedy
196,2,241,Comedy
196,3,192,Thriller
196,4,237,Thriller
196,5,43,Thriller
197,1,107,Action
197,2,295,Action
197,3,266,Action
197,4,255,Kids
197,5,292,Action
198,1,106,Romance
198,2,76,Documentary
198,3,40,Documentary
198,4,213,Romance
198,5,209,Romance
199,1,280,Action
199,2,107,Action
199,3,295,Action
199,4,266,Action
199,5,260,Action
200,1,255,Kids
200,2,274,Kids
200,3,49,Kids
200,4,40,Documentary
200,5,271,Documentary
